Number A,Operation,Number B,Solution
5.0,3.0,11.0,55.0
18.0,4.0,20.0,0.9
13.0,2.0,3.0,10.0
8.0,4.0,1.0,8.0
18.0,4.0,9.0,2.0
14.0,3.0,9.0,126.0
4.0,4.0,17.0,0.23529411764705882
12.0,2.0,19.0,-7.0
14.0,2.0,17.0,-3.0
16.0,3.0,6.0,96.0
14.0,1.0,15.0,29.0
4.0,4.0,14.0,0.2857142857142857
12.0,2.0,6.0,6.0
14.0,4.0,20.0,0.7
18.0,4.0,15.0,1.2
6.0,2.0,17.0,-11.0
20.0,3.0,12.0,240.0
3.0,2.0,20.0,-17.0
18.0,2.0,1.0,17.0
8.0,2.0,12.0,-4.0
5.0,3.0,7.0,35.0
14.0,3.0,16.0,224.0
7.0,4.0,17.0,0.4117647058823529
13.0,1.0,8.0,21.0
16.0,1.0,15.0,31.0
9.0,3.0,17.0,153.0
5.0,3.0,10.0,50.0
5.0,4.0,4.0,1.25
1.0,2.0,16.0,-15.0
8.0,4.0,10.0,0.8
1.0,3.0,6.0,6.0
14.0,1.0,13.0,27.0
3.0,1.0,16.0,19.0
14.0,4.0,2.0,7.0
12.0,2.0,1.0,11.0
16.0,4.0,13.0,1.2307692307692308
13.0,2.0,12.0,1.0
1.0,1.0,18.0,19.0
4.0,2.0,6.0,-2.0
11.0,3.0,11.0,121.0
13.0,2.0,3.0,10.0
4.0,3.0,19.0,76.0
9.0,2.0,2.0,7.0
20.0,3.0,8.0,160.0
14.0,2.0,8.0,6.0
3.0,4.0,14.0,0.21428571428571427
19.0,4.0,1.0,19.0
14.0,1.0,19.0,33.0
19.0,2.0,20.0,-1.0
10.0,2.0,4.0,6.0
15.0,3.0,13.0,195.0
2.0,2.0,14.0,-12.0
15.0,4.0,10.0,1.5
4.0,4.0,15.0,0.26666666666666666
4.0,4.0,1.0,4.0
5.0,1.0,15.0,20.0
2.0,3.0,4.0,8.0
15.0,3.0,17.0,255.0
6.0,3.0,7.0,42.0
7.0,3.0,13.0,91.0
12.0,2.0,12.0,0.0
18.0,1.0,17.0,35.0
17.0,4.0,15.0,1.1333333333333333
16.0,1.0,8.0,24.0
14.0,3.0,16.0,224.0
4.0,2.0,17.0,-13.0
19.0,3.0,11.0,209.0
20.0,2.0,7.0,13.0
18.0,1.0,3.0,21.0
9.0,4.0,3.0,3.0
17.0,2.0,10.0,7.0
1.0,2.0,20.0,-19.0
6.0,1.0,1.0,7.0
12.0,2.0,19.0,-7.0
9.0,4.0,8.0,1.125
3.0,2.0,13.0,-10.0
10.0,3.0,15.0,150.0
6.0,4.0,18.0,0.3333333333333333
11.0,1.0,18.0,29.0
14.0,3.0,15.0,210.0
13.0,3.0,4.0,52.0
12.0,2.0,13.0,-1.0
15.0,3.0,10.0,150.0
8.0,3.0,10.0,80.0
19.0,1.0,3.0,22.0
16.0,1.0,7.0,23.0
15.0,2.0,1.0,14.0
16.0,3.0,15.0,240.0
16.0,4.0,16.0,1.0
6.0,4.0,12.0,0.5
15.0,4.0,15.0,1.0
20.0,3.0,7.0,140.0
8.0,4.0,5.0,1.6
8.0,2.0,8.0,0.0
1.0,3.0,9.0,9.0
3.0,2.0,18.0,-15.0
11.0,4.0,1.0,11.0
19.0,2.0,18.0,1.0
14.0,1.0,12.0,26.0
9.0,4.0,7.0,1.2857142857142858
8.0,1.0,2.0,10.0
1.0,1.0,4.0,5.0
6.0,1.0,6.0,12.0
2.0,1.0,3.0,5.0
2.0,4.0,20.0,0.1
4.0,2.0,9.0,-5.0
18.0,3.0,8.0,144.0
10.0,4.0,16.0,0.625
7.0,1.0,4.0,11.0
13.0,4.0,9.0,1.4444444444444444
6.0,1.0,19.0,25.0
18.0,2.0,10.0,8.0
14.0,3.0,18.0,252.0
3.0,2.0,15.0,-12.0
13.0,2.0,18.0,-5.0
2.0,2.0,3.0,-1.0
10.0,2.0,16.0,-6.0
12.0,3.0,11.0,132.0
16.0,3.0,8.0,128.0
3.0,4.0,20.0,0.15
17.0,2.0,14.0,3.0
20.0,1.0,5.0,25.0
19.0,4.0,14.0,1.3571428571428572
15.0,1.0,1.0,16.0
20.0,4.0,6.0,3.3333333333333335
16.0,4.0,16.0,1.0
10.0,3.0,8.0,80.0
9.0,1.0,9.0,18.0
16.0,2.0,17.0,-1.0
15.0,1.0,12.0,27.0
6.0,2.0,8.0,-2.0
5.0,4.0,2.0,2.5
15.0,3.0,17.0,255.0
6.0,2.0,3.0,3.0
10.0,1.0,7.0,17.0
12.0,2.0,16.0,-4.0
7.0,2.0,11.0,-4.0
1.0,2.0,9.0,-8.0
20.0,2.0,15.0,5.0
9.0,3.0,14.0,126.0
3.0,3.0,2.0,6.0
10.0,3.0,16.0,160.0
6.0,2.0,14.0,-8.0
7.0,2.0,18.0,-11.0
15.0,4.0,11.0,1.3636363636363635
14.0,1.0,9.0,23.0
20.0,1.0,9.0,29.0
6.0,3.0,1.0,6.0
11.0,1.0,18.0,29.0
2.0,1.0,15.0,17.0
12.0,2.0,1.0,11.0
6.0,3.0,10.0,60.0
15.0,1.0,9.0,24.0
7.0,2.0,12.0,-5.0
5.0,2.0,3.0,2.0
17.0,2.0,13.0,4.0
1.0,3.0,11.0,11.0
20.0,1.0,13.0,33.0
7.0,4.0,17.0,0.4117647058823529
19.0,4.0,9.0,2.111111111111111
5.0,4.0,13.0,0.38461538461538464
5.0,2.0,15.0,-10.0
20.0,2.0,2.0,18.0
20.0,1.0,17.0,37.0
3.0,1.0,13.0,16.0
3.0,1.0,13.0,16.0
3.0,4.0,18.0,0.16666666666666666
16.0,2.0,8.0,8.0
5.0,3.0,8.0,40.0
15.0,2.0,11.0,4.0
19.0,1.0,13.0,32.0
20.0,2.0,12.0,8.0
16.0,1.0,19.0,35.0
8.0,3.0,4.0,32.0
15.0,3.0,10.0,150.0
10.0,2.0,14.0,-4.0
3.0,1.0,6.0,9.0
8.0,3.0,5.0,40.0
10.0,1.0,16.0,26.0
5.0,1.0,1.0,6.0
4.0,4.0,8.0,0.5
1.0,4.0,7.0,0.14285714285714285
6.0,3.0,16.0,96.0
20.0,4.0,1.0,20.0
18.0,3.0,6.0,108.0
16.0,1.0,20.0,36.0
15.0,4.0,19.0,0.7894736842105263
20.0,4.0,4.0,5.0
8.0,2.0,15.0,-7.0
9.0,4.0,11.0,0.8181818181818182
13.0,4.0,5.0,2.6
2.0,3.0,4.0,8.0
10.0,1.0,10.0,20.0
1.0,2.0,12.0,-11.0
19.0,3.0,12.0,228.0
20.0,1.0,19.0,39.0
5.0,3.0,12.0,60.0
7.0,3.0,13.0,91.0
12.0,4.0,17.0,0.7058823529411765
8.0,2.0,1.0,7.0
15.0,1.0,10.0,25.0
16.0,2.0,18.0,-2.0
6.0,3.0,1.0,6.0
7.0,1.0,10.0,17.0
8.0,2.0,10.0,-2.0
15.0,4.0,9.0,1.6666666666666667
5.0,4.0,10.0,0.5
10.0,1.0,8.0,18.0
5.0,4.0,16.0,0.3125
12.0,4.0,12.0,1.0
19.0,4.0,12.0,1.5833333333333333
3.0,2.0,14.0,-11.0
9.0,1.0,7.0,16.0
18.0,2.0,1.0,17.0
13.0,4.0,16.0,0.8125
14.0,2.0,5.0,9.0
11.0,4.0,5.0,2.2
17.0,2.0,17.0,0.0
17.0,3.0,19.0,323.0
12.0,2.0,7.0,5.0
11.0,4.0,4.0,2.75
18.0,1.0,17.0,35.0
19.0,1.0,16.0,35.0
12.0,3.0,16.0,192.0
1.0,3.0,15.0,15.0
11.0,2.0,1.0,10.0
10.0,1.0,10.0,20.0
3.0,3.0,19.0,57.0
3.0,2.0,16.0,-13.0
13.0,3.0,7.0,91.0
10.0,4.0,6.0,1.6666666666666667
10.0,3.0,20.0,200.0
12.0,2.0,5.0,7.0
13.0,4.0,8.0,1.625
6.0,3.0,2.0,12.0
16.0,1.0,12.0,28.0
5.0,3.0,13.0,65.0
19.0,4.0,7.0,2.7142857142857144
11.0,1.0,19.0,30.0
4.0,4.0,16.0,0.25
14.0,4.0,4.0,3.5
17.0,2.0,12.0,5.0
17.0,3.0,3.0,51.0
18.0,4.0,10.0,1.8
9.0,4.0,9.0,1.0
12.0,2.0,19.0,-7.0
10.0,2.0,15.0,-5.0
10.0,2.0,6.0,4.0
3.0,1.0,15.0,18.0
5.0,1.0,19.0,24.0
11.0,2.0,19.0,-8.0
18.0,2.0,7.0,11.0
1.0,3.0,7.0,7.0
15.0,2.0,15.0,0.0
12.0,4.0,15.0,0.8
4.0,3.0,1.0,4.0
4.0,2.0,2.0,2.0
11.0,1.0,12.0,23.0
1.0,4.0,6.0,0.16666666666666666
16.0,4.0,19.0,0.8421052631578947
20.0,1.0,14.0,34.0
2.0,3.0,19.0,38.0
7.0,4.0,2.0,3.5
1.0,2.0,4.0,-3.0
5.0,2.0,20.0,-15.0
15.0,3.0,7.0,105.0
4.0,2.0,5.0,-1.0
4.0,2.0,17.0,-13.0
3.0,1.0,14.0,17.0
6.0,2.0,16.0,-10.0
14.0,1.0,20.0,34.0
17.0,2.0,1.0,16.0
4.0,2.0,20.0,-16.0
11.0,1.0,3.0,14.0
14.0,2.0,12.0,2.0
15.0,2.0,2.0,13.0
20.0,1.0,1.0,21.0
14.0,3.0,17.0,238.0
5.0,3.0,6.0,30.0
5.0,2.0,20.0,-15.0
14.0,3.0,8.0,112.0
2.0,1.0,9.0,11.0
12.0,2.0,4.0,8.0
12.0,3.0,4.0,48.0
17.0,4.0,10.0,1.7
10.0,3.0,7.0,70.0
8.0,4.0,10.0,0.8
9.0,3.0,20.0,180.0
1.0,4.0,7.0,0.14285714285714285
12.0,3.0,20.0,240.0
14.0,4.0,6.0,2.3333333333333335
17.0,1.0,14.0,31.0
13.0,3.0,5.0,65.0
20.0,2.0,18.0,2.0
13.0,3.0,9.0,117.0
8.0,1.0,11.0,19.0
14.0,4.0,10.0,1.4
2.0,1.0,11.0,13.0
6.0,2.0,2.0,4.0
18.0,2.0,3.0,15.0
4.0,3.0,8.0,32.0
11.0,2.0,17.0,-6.0
20.0,1.0,9.0,29.0
16.0,3.0,12.0,192.0
10.0,1.0,9.0,19.0
10.0,4.0,7.0,1.4285714285714286
10.0,2.0,13.0,-3.0
1.0,4.0,17.0,0.058823529411764705
10.0,4.0,10.0,1.0
11.0,4.0,19.0,0.5789473684210527
2.0,2.0,17.0,-15.0
4.0,4.0,20.0,0.2
9.0,4.0,12.0,0.75
19.0,4.0,11.0,1.7272727272727273
17.0,3.0,5.0,85.0
7.0,2.0,9.0,-2.0
3.0,3.0,8.0,24.0
5.0,4.0,11.0,0.45454545454545453
19.0,2.0,11.0,8.0
1.0,2.0,15.0,-14.0
2.0,2.0,10.0,-8.0
3.0,3.0,1.0,3.0
3.0,1.0,5.0,8.0
12.0,3.0,4.0,48.0
14.0,4.0,7.0,2.0
10.0,3.0,17.0,170.0
13.0,1.0,5.0,18.0
14.0,1.0,11.0,25.0
20.0,1.0,3.0,23.0
8.0,4.0,20.0,0.4
3.0,4.0,4.0,0.75
1.0,2.0,15.0,-14.0
4.0,3.0,6.0,24.0
13.0,2.0,10.0,3.0
9.0,2.0,14.0,-5.0
18.0,3.0,9.0,162.0
16.0,3.0,11.0,176.0
8.0,4.0,4.0,2.0
3.0,4.0,16.0,0.1875
17.0,2.0,10.0,7.0
18.0,3.0,11.0,198.0
7.0,1.0,9.0,16.0
11.0,3.0,14.0,154.0
16.0,1.0,2.0,18.0
15.0,3.0,12.0,180.0
2.0,1.0,17.0,19.0
10.0,1.0,14.0,24.0
8.0,1.0,15.0,23.0
1.0,4.0,4.0,0.25
19.0,2.0,19.0,0.0
9.0,4.0,11.0,0.8181818181818182
13.0,3.0,16.0,208.0
15.0,2.0,4.0,11.0
5.0,1.0,10.0,15.0
20.0,1.0,10.0,30.0
10.0,3.0,11.0,110.0
3.0,1.0,10.0,13.0
1.0,1.0,9.0,10.0
4.0,4.0,20.0,0.2
14.0,1.0,10.0,24.0
12.0,1.0,8.0,20.0
9.0,1.0,4.0,13.0
12.0,1.0,4.0,16.0
5.0,4.0,7.0,0.7142857142857143
4.0,4.0,5.0,0.8
19.0,3.0,6.0,114.0
4.0,3.0,19.0,76.0
11.0,1.0,10.0,21.0
5.0,4.0,17.0,0.29411764705882354
10.0,1.0,3.0,13.0
16.0,1.0,3.0,19.0
7.0,2.0,14.0,-7.0
1.0,2.0,12.0,-11.0
5.0,2.0,4.0,1.0
7.0,1.0,3.0,10.0
18.0,3.0,3.0,54.0
12.0,4.0,5.0,2.4
15.0,3.0,13.0,195.0
19.0,2.0,15.0,4.0
18.0,1.0,5.0,23.0
20.0,2.0,20.0,0.0
12.0,4.0,9.0,1.3333333333333333
7.0,4.0,12.0,0.5833333333333334
13.0,3.0,16.0,208.0
16.0,4.0,3.0,5.333333333333333
15.0,3.0,11.0,165.0
17.0,1.0,19.0,36.0
8.0,4.0,11.0,0.7272727272727273
7.0,4.0,10.0,0.7
19.0,3.0,18.0,342.0
2.0,3.0,1.0,2.0
7.0,1.0,4.0,11.0
4.0,2.0,19.0,-15.0
8.0,1.0,14.0,22.0
15.0,4.0,1.0,15.0
19.0,4.0,8.0,2.375
17.0,3.0,20.0,340.0
15.0,4.0,4.0,3.75
8.0,4.0,19.0,0.42105263157894735
19.0,4.0,14.0,1.3571428571428572
4.0,3.0,11.0,44.0
14.0,3.0,9.0,126.0
15.0,3.0,14.0,210.0
19.0,2.0,14.0,5.0
7.0,4.0,2.0,3.5
13.0,1.0,19.0,32.0
7.0,3.0,9.0,63.0
8.0,4.0,10.0,0.8
12.0,4.0,5.0,2.4
5.0,1.0,2.0,7.0
19.0,3.0,10.0,190.0
11.0,2.0,16.0,-5.0
19.0,3.0,5.0,95.0
7.0,3.0,18.0,126.0
5.0,3.0,11.0,55.0
19.0,4.0,1.0,19.0
1.0,3.0,12.0,12.0
14.0,1.0,6.0,20.0
5.0,1.0,4.0,9.0
18.0,3.0,1.0,18.0
9.0,2.0,5.0,4.0
10.0,1.0,5.0,15.0
4.0,4.0,16.0,0.25
8.0,3.0,6.0,48.0
18.0,2.0,8.0,10.0
16.0,2.0,9.0,7.0
10.0,4.0,14.0,0.7142857142857143
1.0,3.0,10.0,10.0
13.0,4.0,9.0,1.4444444444444444
4.0,2.0,3.0,1.0
15.0,2.0,6.0,9.0
5.0,3.0,16.0,80.0
16.0,3.0,5.0,80.0
9.0,1.0,18.0,27.0
14.0,3.0,7.0,98.0
9.0,4.0,12.0,0.75
13.0,4.0,3.0,4.333333333333333
19.0,2.0,9.0,10.0
11.0,4.0,19.0,0.5789473684210527
17.0,3.0,5.0,85.0
20.0,3.0,13.0,260.0
14.0,2.0,1.0,13.0
19.0,4.0,13.0,1.4615384615384615
14.0,4.0,3.0,4.666666666666667
10.0,3.0,16.0,160.0
16.0,1.0,10.0,26.0
12.0,4.0,11.0,1.0909090909090908
10.0,2.0,1.0,9.0
1.0,4.0,12.0,0.08333333333333333
10.0,2.0,8.0,2.0
8.0,2.0,7.0,1.0
7.0,3.0,5.0,35.0
17.0,2.0,12.0,5.0
18.0,4.0,12.0,1.5
6.0,3.0,8.0,48.0
4.0,2.0,1.0,3.0
3.0,1.0,5.0,8.0
3.0,3.0,7.0,21.0
7.0,1.0,15.0,22.0
14.0,2.0,14.0,0.0
9.0,3.0,10.0,90.0
19.0,2.0,12.0,7.0
9.0,3.0,17.0,153.0
17.0,1.0,7.0,24.0
1.0,3.0,17.0,17.0
10.0,2.0,4.0,6.0
6.0,3.0,6.0,36.0
13.0,3.0,11.0,143.0
19.0,1.0,11.0,30.0
9.0,1.0,3.0,12.0
4.0,4.0,1.0,4.0
1.0,2.0,20.0,-19.0
13.0,3.0,12.0,156.0
8.0,4.0,7.0,1.1428571428571428
20.0,1.0,13.0,33.0
5.0,2.0,3.0,2.0
9.0,2.0,8.0,1.0
16.0,3.0,15.0,240.0
15.0,2.0,1.0,14.0
9.0,3.0,14.0,126.0
8.0,2.0,11.0,-3.0
17.0,2.0,18.0,-1.0
20.0,3.0,7.0,140.0
11.0,2.0,5.0,6.0
12.0,1.0,11.0,23.0
3.0,3.0,7.0,21.0
8.0,4.0,6.0,1.3333333333333333
7.0,4.0,4.0,1.75
15.0,2.0,10.0,5.0
10.0,4.0,9.0,1.1111111111111112
12.0,3.0,3.0,36.0
18.0,2.0,20.0,-2.0
13.0,2.0,5.0,8.0
7.0,1.0,9.0,16.0
3.0,3.0,20.0,60.0
2.0,1.0,6.0,8.0
20.0,3.0,5.0,100.0
12.0,4.0,5.0,2.4
4.0,4.0,13.0,0.3076923076923077
16.0,2.0,11.0,5.0
10.0,4.0,11.0,0.9090909090909091
3.0,3.0,8.0,24.0
17.0,3.0,15.0,255.0
2.0,3.0,13.0,26.0
18.0,3.0,18.0,324.0
19.0,3.0,16.0,304.0
17.0,4.0,11.0,1.5454545454545454
9.0,4.0,1.0,9.0
9.0,1.0,19.0,28.0
17.0,1.0,12.0,29.0
20.0,2.0,2.0,18.0
4.0,1.0,6.0,10.0
17.0,4.0,16.0,1.0625
20.0,4.0,6.0,3.3333333333333335
10.0,1.0,5.0,15.0
5.0,1.0,9.0,14.0
14.0,4.0,12.0,1.1666666666666667
18.0,2.0,14.0,4.0
14.0,4.0,5.0,2.8
11.0,3.0,20.0,220.0
11.0,1.0,16.0,27.0
4.0,2.0,18.0,-14.0
17.0,2.0,15.0,2.0
1.0,4.0,18.0,0.05555555555555555
1.0,2.0,18.0,-17.0
19.0,1.0,2.0,21.0
18.0,4.0,2.0,9.0
3.0,4.0,7.0,0.42857142857142855
6.0,2.0,15.0,-9.0
15.0,3.0,13.0,195.0
5.0,1.0,10.0,15.0
17.0,1.0,4.0,21.0
19.0,2.0,8.0,11.0
17.0,2.0,3.0,14.0
5.0,2.0,3.0,2.0
2.0,3.0,13.0,26.0
12.0,1.0,7.0,19.0
14.0,4.0,3.0,4.666666666666667
18.0,1.0,16.0,34.0
3.0,4.0,14.0,0.21428571428571427
16.0,3.0,17.0,272.0
19.0,1.0,3.0,22.0
17.0,3.0,10.0,170.0
15.0,3.0,13.0,195.0
7.0,2.0,17.0,-10.0
4.0,4.0,12.0,0.3333333333333333
1.0,4.0,6.0,0.16666666666666666
19.0,1.0,19.0,38.0
8.0,1.0,11.0,19.0
17.0,3.0,13.0,221.0
20.0,2.0,8.0,12.0
13.0,1.0,13.0,26.0
20.0,1.0,14.0,34.0
9.0,3.0,4.0,36.0
11.0,1.0,13.0,24.0
19.0,2.0,20.0,-1.0
19.0,2.0,20.0,-1.0
2.0,3.0,5.0,10.0
17.0,3.0,4.0,68.0
9.0,4.0,16.0,0.5625
7.0,4.0,2.0,3.5
4.0,4.0,12.0,0.3333333333333333
6.0,2.0,19.0,-13.0
19.0,2.0,16.0,3.0
7.0,4.0,14.0,0.5
14.0,4.0,4.0,3.5
6.0,3.0,19.0,114.0
17.0,3.0,20.0,340.0
5.0,3.0,18.0,90.0
17.0,1.0,2.0,19.0
7.0,1.0,5.0,12.0
17.0,1.0,1.0,18.0
8.0,1.0,20.0,28.0
13.0,4.0,1.0,13.0
6.0,1.0,19.0,25.0
13.0,2.0,17.0,-4.0
11.0,4.0,6.0,1.8333333333333333
15.0,4.0,12.0,1.25
2.0,4.0,20.0,0.1
5.0,3.0,13.0,65.0
13.0,4.0,11.0,1.1818181818181819
9.0,4.0,12.0,0.75
4.0,2.0,14.0,-10.0
9.0,1.0,8.0,17.0
7.0,1.0,17.0,24.0
5.0,3.0,2.0,10.0
5.0,4.0,12.0,0.4166666666666667
9.0,2.0,8.0,1.0
2.0,1.0,19.0,21.0
18.0,1.0,15.0,33.0
12.0,2.0,2.0,10.0
5.0,2.0,4.0,1.0
12.0,2.0,19.0,-7.0
4.0,1.0,18.0,22.0
17.0,3.0,14.0,238.0
18.0,3.0,15.0,270.0
1.0,4.0,17.0,0.058823529411764705
4.0,3.0,7.0,28.0
12.0,2.0,11.0,1.0
3.0,3.0,2.0,6.0
5.0,3.0,8.0,40.0
6.0,4.0,6.0,1.0
6.0,2.0,7.0,-1.0
20.0,3.0,3.0,60.0
8.0,1.0,3.0,11.0
2.0,3.0,20.0,40.0
10.0,1.0,9.0,19.0
7.0,1.0,15.0,22.0
7.0,3.0,5.0,35.0
5.0,1.0,18.0,23.0
19.0,3.0,4.0,76.0
5.0,3.0,15.0,75.0
14.0,1.0,7.0,21.0
13.0,1.0,12.0,25.0
17.0,4.0,20.0,0.85
10.0,2.0,13.0,-3.0
13.0,2.0,8.0,5.0
9.0,3.0,12.0,108.0
8.0,2.0,1.0,7.0
16.0,2.0,4.0,12.0
4.0,1.0,4.0,8.0
17.0,1.0,16.0,33.0
20.0,1.0,4.0,24.0
10.0,3.0,2.0,20.0
3.0,2.0,8.0,-5.0
2.0,2.0,12.0,-10.0
11.0,2.0,18.0,-7.0
13.0,1.0,7.0,20.0
2.0,3.0,13.0,26.0
3.0,1.0,15.0,18.0
2.0,3.0,19.0,38.0
20.0,4.0,8.0,2.5
12.0,1.0,4.0,16.0
5.0,3.0,15.0,75.0
3.0,3.0,3.0,9.0
17.0,3.0,9.0,153.0
11.0,4.0,11.0,1.0
15.0,2.0,9.0,6.0
13.0,3.0,10.0,130.0
17.0,3.0,14.0,238.0
13.0,3.0,10.0,130.0
10.0,4.0,11.0,0.9090909090909091
20.0,2.0,8.0,12.0
8.0,4.0,16.0,0.5
14.0,2.0,5.0,9.0
2.0,4.0,9.0,0.2222222222222222
14.0,3.0,20.0,280.0
13.0,1.0,18.0,31.0
10.0,1.0,20.0,30.0
17.0,1.0,4.0,21.0
9.0,1.0,17.0,26.0
9.0,4.0,17.0,0.5294117647058824
12.0,1.0,5.0,17.0
13.0,3.0,20.0,260.0
16.0,3.0,2.0,32.0
16.0,2.0,14.0,2.0
18.0,4.0,3.0,6.0
5.0,3.0,8.0,40.0
10.0,2.0,2.0,8.0
20.0,1.0,19.0,39.0
1.0,2.0,3.0,-2.0
17.0,4.0,17.0,1.0
20.0,1.0,16.0,36.0
5.0,3.0,13.0,65.0
19.0,1.0,9.0,28.0
5.0,4.0,13.0,0.38461538461538464
2.0,3.0,12.0,24.0
4.0,1.0,5.0,9.0
7.0,4.0,20.0,0.35
20.0,3.0,1.0,20.0
17.0,1.0,1.0,18.0
14.0,2.0,19.0,-5.0
9.0,2.0,15.0,-6.0
1.0,1.0,10.0,11.0
18.0,1.0,5.0,23.0
5.0,1.0,10.0,15.0
8.0,3.0,13.0,104.0
19.0,1.0,9.0,28.0
1.0,2.0,11.0,-10.0
10.0,1.0,9.0,19.0
10.0,3.0,3.0,30.0
12.0,4.0,6.0,2.0
19.0,4.0,10.0,1.9
9.0,2.0,13.0,-4.0
9.0,4.0,13.0,0.6923076923076923
5.0,3.0,7.0,35.0
20.0,2.0,18.0,2.0
3.0,2.0,12.0,-9.0
7.0,4.0,6.0,1.1666666666666667
12.0,4.0,13.0,0.9230769230769231
4.0,1.0,17.0,21.0
19.0,1.0,4.0,23.0
15.0,4.0,4.0,3.75
8.0,2.0,17.0,-9.0
9.0,2.0,1.0,8.0
15.0,3.0,17.0,255.0
4.0,1.0,18.0,22.0
12.0,1.0,9.0,21.0
6.0,1.0,4.0,10.0
10.0,3.0,11.0,110.0
10.0,4.0,10.0,1.0
3.0,3.0,12.0,36.0
1.0,3.0,10.0,10.0
11.0,1.0,18.0,29.0
16.0,3.0,2.0,32.0
7.0,3.0,12.0,84.0
14.0,1.0,6.0,20.0
13.0,2.0,2.0,11.0
15.0,2.0,9.0,6.0
4.0,2.0,19.0,-15.0
10.0,4.0,16.0,0.625
4.0,2.0,13.0,-9.0
15.0,3.0,20.0,300.0
5.0,2.0,1.0,4.0
11.0,4.0,14.0,0.7857142857142857
12.0,1.0,17.0,29.0
9.0,3.0,2.0,18.0
10.0,2.0,15.0,-5.0
18.0,4.0,7.0,2.5714285714285716
18.0,1.0,18.0,36.0
1.0,3.0,12.0,12.0
1.0,1.0,6.0,7.0
13.0,2.0,11.0,2.0
9.0,1.0,17.0,26.0
18.0,3.0,12.0,216.0
15.0,3.0,9.0,135.0
4.0,4.0,19.0,0.21052631578947367
11.0,1.0,16.0,27.0
4.0,3.0,1.0,4.0
20.0,1.0,20.0,40.0
13.0,1.0,19.0,32.0
9.0,4.0,10.0,0.9
9.0,3.0,10.0,90.0
20.0,4.0,2.0,10.0
10.0,4.0,13.0,0.7692307692307693
6.0,3.0,11.0,66.0
10.0,3.0,14.0,140.0
3.0,4.0,8.0,0.375
18.0,2.0,13.0,5.0
5.0,2.0,6.0,-1.0
9.0,1.0,18.0,27.0
14.0,4.0,11.0,1.2727272727272727
2.0,4.0,18.0,0.1111111111111111
17.0,1.0,11.0,28.0
5.0,1.0,11.0,16.0
10.0,3.0,11.0,110.0
2.0,3.0,1.0,2.0
1.0,4.0,19.0,0.05263157894736842
14.0,4.0,18.0,0.7777777777777778
17.0,1.0,20.0,37.0
3.0,2.0,8.0,-5.0
16.0,3.0,10.0,160.0
11.0,3.0,5.0,55.0
19.0,4.0,16.0,1.1875
15.0,1.0,8.0,23.0
12.0,4.0,7.0,1.7142857142857142
11.0,3.0,2.0,22.0
11.0,1.0,12.0,23.0
2.0,4.0,5.0,0.4
15.0,3.0,18.0,270.0
3.0,3.0,18.0,54.0
14.0,1.0,11.0,25.0
17.0,4.0,9.0,1.8888888888888888
17.0,3.0,15.0,255.0
2.0,2.0,8.0,-6.0
19.0,3.0,3.0,57.0
14.0,3.0,13.0,182.0
7.0,1.0,9.0,16.0
6.0,4.0,6.0,1.0
13.0,3.0,9.0,117.0
12.0,2.0,15.0,-3.0
5.0,1.0,20.0,25.0
3.0,4.0,9.0,0.3333333333333333
20.0,4.0,10.0,2.0
15.0,2.0,7.0,8.0
20.0,1.0,11.0,31.0
18.0,4.0,14.0,1.2857142857142858
19.0,3.0,14.0,266.0
17.0,2.0,6.0,11.0
15.0,3.0,9.0,135.0
18.0,2.0,16.0,2.0
8.0,2.0,3.0,5.0
8.0,4.0,11.0,0.7272727272727273
16.0,3.0,10.0,160.0
5.0,3.0,10.0,50.0
9.0,1.0,1.0,10.0
18.0,4.0,19.0,0.9473684210526315
17.0,1.0,17.0,34.0
10.0,1.0,5.0,15.0
6.0,3.0,20.0,120.0
14.0,2.0,9.0,5.0
19.0,3.0,20.0,380.0
17.0,4.0,12.0,1.4166666666666667
15.0,3.0,10.0,150.0
4.0,2.0,2.0,2.0
1.0,1.0,5.0,6.0
17.0,2.0,14.0,3.0
16.0,4.0,13.0,1.2307692307692308
19.0,1.0,14.0,33.0
11.0,2.0,14.0,-3.0
8.0,1.0,4.0,12.0
3.0,4.0,1.0,3.0
18.0,3.0,15.0,270.0
19.0,2.0,7.0,12.0
1.0,1.0,9.0,10.0
2.0,4.0,7.0,0.2857142857142857
6.0,1.0,15.0,21.0
10.0,1.0,7.0,17.0
3.0,2.0,16.0,-13.0
3.0,4.0,2.0,1.5
14.0,1.0,19.0,33.0
20.0,4.0,1.0,20.0
20.0,2.0,18.0,2.0
14.0,2.0,11.0,3.0
15.0,1.0,6.0,21.0
14.0,3.0,6.0,84.0
11.0,3.0,9.0,99.0
6.0,4.0,20.0,0.3
18.0,4.0,19.0,0.9473684210526315
6.0,1.0,14.0,20.0
18.0,4.0,9.0,2.0
4.0,2.0,3.0,1.0
2.0,2.0,9.0,-7.0
15.0,2.0,8.0,7.0
16.0,1.0,20.0,36.0
10.0,4.0,8.0,1.25
6.0,1.0,8.0,14.0
17.0,1.0,17.0,34.0
3.0,3.0,9.0,27.0
7.0,3.0,13.0,91.0
9.0,3.0,5.0,45.0
2.0,4.0,12.0,0.16666666666666666
10.0,4.0,1.0,10.0
12.0,2.0,7.0,5.0
9.0,2.0,10.0,-1.0
11.0,4.0,1.0,11.0
6.0,2.0,19.0,-13.0
